# This file is semicolon delimited
StanFunction; Arguments; ReturnType; Page
operator*;(row_vector x, real y);row_vector;311
operator+;(row_vector x, real y);row_vector;311
operator-;(row_vector x, real y);row_vector;312
operator/;(row_vector x, real y);row_vector;312
operator./;(row_vector x, real y);row_vector;313
operator-;(row_vector x);row_vector;310
operator-;(row_vector x, row_vector y);row_vector;310
operator+;(row_vector x, row_vector y);row_vector;310
operator.*;(row_vector x, row_vector y);row_vector;312
operator./;(row_vector x, row_vector y);row_vector;313
operator';(row_vector x);vector;322
operator*;(row_vector x, vector y);real;311
operator*;(vector x, real y);vector;310
operator-;(vector x, real y);vector;311
operator+;(vector x, real y);vector;311
operator/;(vector x, real y);vector;312
operator./;(vector x, real y);vector;312
operator';(vector x);row_vector;322
operator*;(vector x, row_vector y);matrix;311
operator-;(vector x);vector;310
operator-;(vector x, vector y);vector;310
operator+;(vector x, vector y);vector;310
operator./;(vector x, vector y);vector;312
operator.*;(vector x, vector y);vector;312
ordered_logistic_log;(int k, real eta, vector c);real;338
ordered_logistic;~;real;338
ordered_logistic_rng;(real eta, vector c);int;338
owens_t;(real h, real a);real;296
pareto_ccdf_log;(reals y, reals y_min, reals alpha);real;363
pareto_cdf_log;(reals y, reals y_min, reals alpha);real;363
pareto_cdf;(reals y, reals y_min, reals alpha);real;363
pareto_log;(reals y, reals y_min, reals alpha);real;363
pareto;~;real;363
pareto_rng;(real y_min, real alpha);real;363
pareto_type_2_ccdf_log;(reals y, reals mu, reals lambda, reals alpha);real;364
pareto_type_2_cdf_log;(reals y, reals mu, reals lambda, reals alpha);real;364
pareto_type_2_cdf;(reals y, reals mu, reals lambda, reals alpha);real;364
pareto_type_2_log;(reals y, reals mu, reals lambda, reals alpha);real;364
pareto_type_2;~;real;364
pareto_type_2_rng;(real mu, real lambda, real alpha);real;364
phi_approx ;(real x);real;295
phi ;(real x);real;295
pi;();real;281
poisson_ccdf_log;(ints n, reals lambda);real;342
poisson_cdf;(ints n, reals lambda);real;342
poisson_cdf_log;(ints n, reals lambda);real;342
poisson_log;(ints n, reals lambda);real;342
poisson_log_log;(ints n, reals alpha);real;342
poisson_log;~;real;342
poisson_log_rng;(real alpha);int;343
poisson;~;real;341
poisson_rng;(real lambda);int;342
positive_infinity;();real;281
pow;(real x, real y);real;291
print;(T1 x1,..., TN xN);void;277
prod;(int x[]);real;303
prod;(matrix x);real;318
prod;(real x[]);real;303
prod;(row_vector x);real;318
prod;(vector x);real;318
qr_Q;(matrix A);matrix;325
qr_R;(matrix A);matrix;325
quad_form_diag;(matrix m, row_vector rv);matrix;316
quad_form_diag;(matrix m, vector v);matrix;316
quad_form;(matrix A, matrix B);matrix;315
quad_form;(matrix A, vector B);real;316
quad_form_sym;(matrix A, matrix B);matrix;316
quad_form_sym;(matrix A, vector B);real;316
rank;(int[] v, int s);int;308
rank;(real[] v, int s);int;308
rank;(row_vector v, int s);int;326
rank;(vector v, int s);int;326
rayleigh_ccdf_log;(real y, real sigma);real;362
rayleigh_cdf_log;(real y, real sigma);real;362
rayleigh_cdf;(real y, real sigma);real;362
rayleigh_log;(reals y, reals sigma);real;362
rayleigh;~;real;362
rayleigh_rng;(real sigma);real;362
rep_array;(T x, int k, int m, int n);];306
rep_array;(T x, int m, int n);];306
rep_array;(T x, int n);T[];306
rep_matrix;(real x, int m, int n);matrix;319
rep_matrix;(row_vector rv, int m);matrix;319
rep_matrix;(vector v, int n);matrix;319
rep_row_vector;(real x, int n);row_vector;319
rep_vector;(real x, int m);vector;319
rising_factorial;(real x, real n);real;299
round;(real x);real;289
row;(matrix x, int m);row_vector;320
rows_dot_product;(matrix x, matrix y);vector;315
rows_dot_product;(row_vector x, row_vector y);vector;314
rows_dot_product;(vector x, vector y);vector;314
rows_dot_self;(matrix x);vector;315
rows_dot_self;(row_vector x);vector;315
rows_dot_self;(vector x);vector;315
rows;(matrix x);int;309
rows;(row_vector x);int;309
rows;(vector x);int;309
scaled_inv_chi_square_ccdf_log;(reals y, reals nu, reals sigma);real;357
scaled_inv_chi_square_cdf_log;(reals y, reals nu, reals sigma);real;357
scaled_inv_chi_square_cdf;(reals y, reals nu, reals sigma);real;357
scaled_inv_chi_square_log;(reals y, reals nu, reals sigma);real;357
scaled_inv_chi_square;~;real;356
scaled_inv_chi_square_rng;(real nu, real sigma);real;357
sd;(matrix x);real;318
sd;(real x[]);real;304
sd;(row_vector x);real;318
sd;(vector x);real;318
segment;(row_vector v, int i, int n);row_vector;321
segment;(T[] sv, int i, int n);T[];321
segment;(vector v, int i, int n);vector;321
singular_values;(matrix A);vector;326
sinh;(real x);real;293
sin;(real x);real;292
size;(T[] x);int;306
skew_normal_ccdf_log;(reals y, reals mu, reals sigma reals alpha);real;348
skew_normal_cdf_log;(reals y, reals mu, reals sigma reals alpha);real;348
skew_normal_cdf;(reals y, reals mu, reals sigma, reals alpha);real;348
skew_normal_log;(reals y, reals mu, reals sigma, reals alpha);real;348
skew_normal;~;real;348
skew_normal_rng;(real mu, real sigma, real alpha);real;348
softmax;(vector x);vector;323
sort_asc;(int[] v);int[];307
sort_asc;(real[] v);real[];307
sort_asc;(row_vector v);row_vector;326
sort_asc;(vector v);vector;326
sort_desc;(int[] v);int[];307
sort_desc;(real[] v);real[];307
sort_desc;(row_vector v);row_vector;326
sort_desc;(vector v);vector;326
sort_indices_asc;(int[] v);int[];308
sort_indices_asc;(real[] v);int[];308
sort_indices_asc;(row_vector v);int[];326
sort_indices_asc;(vector v);int[];326
sort_indices_desc;(int[] v);int[];308
sort_indices_desc;(real[] v);int[];308
sort_indices_desc;(row_vector v);int[];326
sort_indices_desc;(vector v);int[];326
sqrt2;();real;281
sqrt;(real x);real;290
squared_distance;(row_vector x, row_vector y[]);real;305
squared_distance;(row_vector x, vector y[]);real;305
squared_distance;(vector x, row_vector y[]);real;305
squared_distance;(vector x, vector y[]);real;305
square;(real x);real;290
step;(real x);real;285
student_t_ccdf_log;(reals y, reals nu, reals mu, reals sigma);real;349
student_t_cdf_log;(reals y, reals nu, reals mu, reals sigma);real;349
student_t_cdf;(reals y, reals nu, reals mu, reals sigma);real;349
student_t_log;(reals y, reals nu, reals mu, reals sigma);real;349
student_t;~;real;349
student_t_rng;(real nu, real mu, real sigma);real;349
sub_col;(matrix x, int i, int j, int n_rows);vector;320
sub_row;(matrix x, int i, int j, int n_cols);row_vector;320
sum;(int x[]);int;303
sum;(matrix x);real;318
sum;(real x[]);real;303
sum;(row_vector x);real;318
sum;(vector x);real;317
tail;(row_vector rv, int n);row_vector;321
tail;(T[] sv, int n);T[];321
tail;(vector v, int n);vector;321
tanh;(real x);real;293
tan;(real x);real;292
tcrossprod;(matrix x);matrix;315
tgamma;(real x);real;296
to_array_1d;(int[...] a);int[];328
to_array_1d;(matrix m);real[];328
to_array_1d;(real[...] a);real[];328
to_array_1d;(row_vector v);real[];328
to_array_1d;(vector v);real[];328
to_array_2d;(matrix m);real[,];328
to_matrix;(int[,] a);matrix;327
to_matrix;(matrix m);matrix;327
to_matrix;(real[,] a);matrix;327
to_matrix;(row_vector v);matrix;327
to_matrix;(vector v);matrix;327
to_row_vector;(int[] a);row_vector;328
to_row_vector;(matrix m);row_vector;328
to_row_vector;(real[] a);row_vector;328
to_row_vector;(row_vector v);row_vector;328
to_row_vector;(vector v);row_vector;328
to_vector;(int[] a);vector;327
to_vector;(matrix m);vector;327
to_vector;(real[] a);vector;327
to_vector;(row_vector v);vector;327
to_vector;(vector v);vector;327
trace_gen_quad_form;(matrix D,matrix A, matrix B);real;316
trace;(matrix A);real;324
trace_quad_form;(matrix A, matrix B);real;316
trigamma;(real x);real;297
trunc;(real x);real;289
uniform_ccdf_log;(reals y, reals alpha, reals beta);real;369
uniform_cdf_log;(reals y, reals alpha, reals beta);real;369
uniform_cdf;(reals y, reals alpha, reals beta);real;369
uniform_log;(reals y, reals alpha, reals beta);real;369
uniform;~;real;369
uniform_rng;(real alpha, real beta);real;369
variance;(matrix x);real;318
variance;(real x[]);real;304
variance;(row_vector x);real;318
variance;(vector x);real;318
von_mises_log;(reals y, reals mu, reals kappa);real;367
von_mises;~;real;367
von_mises_rng;(reals mu, reals kappa);real;367
weibull_ccdf_log;(reals y, reals alpha, reals sigma);real;360
weibull_cdf_log;(reals y, reals alpha, reals sigma);real;360
weibull_cdf;(reals y, reals alpha, reals sigma);real;360
weibull_log;(reals y, reals alpha, reals sigma);real;360
weibull;~;real;360
weibull_rng;(real alpha, real sigma);real;360
wishart_log;(matrix W, real nu, matrix Sigma);real;381
wishart;~;real;381
wishart_rng;(real nu, matrix Sigma);matrix;381
